max_market_cap,min_market_cap,price_volatility,mcap_range,price_acceleration,max_tx_density,avg_tx_density,peak_volume,volume_volatility,max_accounts,avg_accounts,max_concentration,avg_concentration,is_pump
454954.24488477677,179.6568939,2.1498148563408828,454774.58799087675,4.509804635337614e-05,1.8,0.34285714285714297,25.32505306500002,0.13196164967013171,33,7.392857142857143,5.987130366673856,1.4681732038088495,0
117255.58265820211,180.65883868499998,0.8235383445077472,117074.9238195171,1.2351699032943638e-05,1.0,0.3833333333333333,15.90721224,0.26791290195252565,31,9.75,5.989063914877082,1.8741424558656252,0
445754.7412416389,177.51266280000002,2.528331849117086,445577.22857883887,8.013284157273751e-05,0.35,0.1676470588235294,15.140617839999997,0.626290195590016,17,5.470588235294118,3.2878090852899104,1.2297365386072836,0
449082.3006003295,1593.21804984,2.2535889889870506,447489.08255048946,4.7735471811018344e-05,1.15,0.36521739130434805,20.971075341999992,0.257136856741249,22,8.043478260869565,4.571742167520057,1.6502904031357282,0
461456.38666758494,248.01804984,1.092245767182533,461208.36861774494,3.194866715871612e-05,3.3,0.48300000000000004,31879.760147487003,53.7241187023156,63,8.94,7.993478067148074,1.5204160469615386,0
16640.217355878314,230.31804984,0.34914640092050553,16409.899306038315,1.1697443437635613e-06,0.85,0.23684210526315788,21.395637461000003,0.2622446442655317,14,4.684210526315789,6.249938271300104,1.5505430325081704,0
199884.43585064966,88.71804984,0.5644362947236437,199795.71780080965,1.1460515056949089e-05,1.6,0.2225274725274725,34.811666342000024,0.14503084575770891,31,5.450549450549451,5.4709525258461555,0.9578597847575333,0
88107.00552246852,177.218049663,0.576361684109647,87929.78747280552,8.812917144178335e-06,2.35,0.26555555555555566,16277.061159702,224.74753762818662,51,6.2,12.752486546173737,2.228380182144694,0
1492319.836363168,176.983185,2.6954472546934074,1492142.853178168,0.00010748170054609938,1.05,0.13472222222222222,1.29648681,0.022723547116056803,18,2.7777777777777777,17.906423428479513,1.1832387644975932,0
51940.72944099433,318.818049309,0.5189061619930944,51621.91139168533,7.720396978613585e-06,1.05,0.5249999999999999,26.583039805000016,0.2563481377945402,22,10.333333333333334,5.906681715556451,2.557826974147245,0
38820.657766883116,313.50804984,0.5239829998357471,38507.14971704312,3.895208157029191e-06,1.25,0.25555555555555554,36.89497656800002,0.5011689892538708,22,5.611111111111111,4.974314189201619,1.4034550333476876,0
192139.32059363122,18.499398141637364,0.7956796686287455,192120.82119548958,1.4888969545951533e-05,0.7,0.22435064935064933,12.033103437999998,0.12418002335934829,14,4.142857142857143,8.909980645435816,1.6561649637533264,0
30843.281835466947,88.71804984,0.39485863102334734,30754.563785626946,1.9466473406377247e-06,2.05,0.21159420289855077,30.483074814000023,0.14170815852724525,35,5.028985507246377,6.626107916601494,0.9245826796782287,0
66735.52951134995,184.29355049999998,0.577381161387669,66551.23596084994,6.93483369410755e-06,4.6,0.6404761904761905,33.363761362000005,0.4760683420059336,71,12.380952380952381,10.696290609877341,2.5549096325204075,0
84149.74975672325,176.99213333333336,0.5582144697058612,83972.75762338992,6.656227020450714e-06,1.25,0.23301886792452833,31.813696823000008,0.21420876461317223,26,5.572327044025157,5.0142653642240695,1.1284887665516155,0
179345250000.0,5.349936180904523,22.202642905737537,179345249994.65005,11.434634311521249,2.35,0.27008928571428564,31902.877973716997,28.921958589186396,33,5.821428571428571,7.810190889239165,1.5396335416112639,0
